step,energy
293,-546.346321656889
294,-546.3463216644833
295,-546.3463216717947
296,-546.3463216788329
297,-546.3463216856073
298,-546.3463216921289
299,-546.3463216984067
300,-546.3463217044485
301,-546.3463217102658
302,-546.3463217158655
303,-546.346321721255
304,-546.346321726443
305,-546.346321731438
306,-546.3463217362455
307,-546.3463217408731
308,-546.346321745328
309,-546.3463217496155
310,-546.3463217537436
311,-546.3463217577173
312,-546.3463217615424
313,-546.3463217652243
314,-546.3463217687678
315,-546.3463217721795
316,-546.3463217754633
317,-546.3463217786248
318,-546.346321781668
319,-546.3463217845972
320,-546.3463217874164
321,-546.3463217901316
322,-546.3463217927441
323,-546.3463217952589
324,-546.3463217976797
325,-546.3463218000106
326,-546.3463218022538
327,-546.3463218044135
328,-546.3463218064926
329,-546.3463218084933
330,-546.3463218104191
331,-546.346321812274
332,-546.3463218140586
333,-546.3463218157766
334,-546.3463218174306
335,-546.3463218190223
336,-546.346321820555
337,-546.3463218220305
338,-546.3463218234511
339,-546.3463218248174
340,-546.3463218261336
341,-546.3463218274003
342,-546.3463218286195
343,-546.3463218297925
344,-546.3463218309229
345,-546.34632183201
346,-546.346321833057
347,-546.346321834065
348,-546.3463218350354
349,-546.3463218359692
350,-546.3463218368687
351,-546.3463218377325
352,-546.3463218385667
353,-546.3463218393672
354,-546.3463218401403
355,-546.346321840883
356,-546.346321841598
357,-546.3463218422869
358,-546.3463218429492
359,-546.3463218435875
360,-546.3463218442009
361,-546.3463218447921
362,-546.3463218453619
363,-546.3463218459092
364,-546.3463218464367
365,-546.3463218469441
366,-546.3463218474333
367,-546.3463218479027
368,-546.3463218483553
369,-546.3463218487909
370,-546.346321849211
371,-546.3463218496155
372,-546.346321850003
373,-546.3463218503776
374,-546.3463218507375
375,-546.3463218510842
376,-546.346321851418
377,-546.3463218517396
378,-546.3463218520491
379,-546.3463218523476
380,-546.3463218526338
381,-546.3463218529098
382,-546.346321853176
383,-546.3463218534301
384,-546.3463218536766
385,-546.3463218539137
386,-546.3463218541419
387,-546.3463218543609
388,-546.3463218545719
389,-546.3463218547756
390,-546.3463218549721
391,-546.3463218551598
392,-546.3463218553418
393,-546.346321855516
394,-546.3463218556844
395,-546.3463218558462
396,-546.3463218560012
397,-546.3463218561501
398,-546.3463218562954
399,-546.3463218564336
400,-546.3463218565686
401,-546.3463218566961
402,-546.346321856821
403,-546.34632185694
404,-546.3463218570555
405,-546.3463218571652
406,-546.3463218572722
407,-546.346321857375
408,-546.3463218574733
409,-546.3463218575685
410,-546.3463218576599
411,-546.3463218577471
412,-546.3463218578323
413,-546.3463218579133
414,-546.3463218579923
415,-546.3463218580677
416,-546.3463218581409
417,-546.3463218582109
418,-546.3463218582787
419,-546.3463218583431
420,-546.3463218584053
421,-546.3463218584653
422,-546.3463218585229
423,-546.3463218585783
424,-546.3463218586329
425,-546.3463218586833
426,-546.3463218587343
427,-546.3463218587818
428,-546.3463218588278
429,-546.3463218588714
430,-546.3463218589145
431,-546.3463218589555
432,-546.3463218589955
433,-546.3463218590338
434,-546.3463218590696
435,-546.3463218591047
436,-546.3463218591395
437,-546.3463218591717
438,-546.3463218592028
439,-546.3463218592333
440,-546.3463218592627
441,-546.3463218592908
442,-546.3463218593168
443,-546.3463218593431
444,-546.3463218593683
445,-546.3463218593927
446,-546.3463218594161
447,-546.3463218594385
448,-546.3463218594602
449,-546.3463218594792
450,-546.3463218595
451,-546.3463218595195
452,-546.3463218595373
453,-546.3463218595551
454,-546.3463218595724
455,-546.3463218595887
456,-546.346321859605
457,-546.34632185962
458,-546.3463218596348
459,-546.346321859649
460,-546.3463218596628
461,-546.346321859676
462,-546.3463218596885
463,-546.346321859701
464,-546.3463218597127
465,-546.3463218597223
466,-546.3463218597337
467,-546.3463218597434
468,-546.346321859754
469,-546.3463218597639
470,-546.3463218597726
471,-546.3463218597819
472,-546.3463218597905
473,-546.3463218597991
474,-546.3463218598075
475,-546.3463218598146
476,-546.3463218598214
477,-546.3463218598287
478,-546.3463218598356
479,-546.3463218598422
480,-546.3463218598491
481,-546.3463218598546
482,-546.3463218598612
483,-546.3463218598663
484,-546.3463218598721
485,-546.346321859877
486,-546.3463218598821
487,-546.3463218598872
488,-546.346321859892
489,-546.3463218598965
490,-546.3463218599003
491,-546.346321859905
492,-546.346321859909
493,-546.3463218599132
494,-546.3463218599165
495,-546.3463218599201
496,-546.3463218599233
497,-546.3463218599271
498,-546.3463218599303
499,-546.3463218599334
500,-546.3463218599364
501,-546.3463218599386
502,-546.3463218599417
503,-546.3463218599443
504,-546.3463218599469
505,-546.3463218599494
506,-546.3463218599517
507,-546.346321859954
508,-546.3463218599561
509,-546.3463218599585
510,-546.34632185996
511,-546.346321859962
512,-546.3463218599644
513,-546.3463218599658
514,-546.3463218599679
515,-546.3463218599692
516,-546.3463218599711
517,-546.3463218599726
518,-546.3463218599741
519,-546.3463218599752
520,-546.3463218599769
521,-546.3463218599786
522,-546.3463218599796
523,-546.3463218599811
524,-546.3463218599824
525,-546.3463218599829
526,-546.3463218599844
527,-546.3463218599856
528,-546.3463218599866
529,-546.3463218599874
530,-546.3463218599884
531,-546.3463218599893
532,-546.3463218599902
533,-546.3463218599908
534,-546.3463218599919
535,-546.3463218599919
536,-546.3463218599933
537,-546.3463218599943
538,-546.3463218599949
539,-546.3463218599957
540,-546.3463218599964
541,-546.3463218599969
542,-546.3463218599974
543,-546.3463218599976
544,-546.3463218599987
545,-546.3463218599989
546,-546.3463218599994
547,-546.3463218599999
548,-546.3463218600003
549,-546.346321860001
550,-546.346321860001
551,-546.3463218600015
552,-546.3463218600021
553,-546.3463218600023
554,-546.3463218600025
555,-546.3463218600034
556,-546.3463218600034
557,-546.3463218600031
558,-546.3463218600042
559,-546.3463218600049
560,-546.3463218600048
561,-546.3463218600051
562,-546.3463218600054
563,-546.3463218600056
564,-546.346321860006
565,-546.3463218600062
566,-546.3463218600062
567,-546.3463218600066
568,-546.3463218600065
569,-546.346321860007
570,-546.3463218600073
571,-546.3463218600078
572,-546.3463218600075
573,-546.346321860008
574,-546.346321860008
575,-546.3463218600083
576,-546.3463218600085
577,-546.3463218600084
578,-546.3463218600091
579,-546.3463218600087
580,-546.3463218600087
581,-546.3463218600098
582,-546.3463218600092
583,-546.3463218600093
584,-546.3463218600098
585,-546.34632186001
586,-546.3463218600095
587,-546.3463218600103
588,-546.3463218600101
589,-546.3463218600102
590,-546.3463218600107
591,-546.3463218600103
592,-546.3463218600099
593,-546.3463218600103
594,-546.3463218600106
595,-546.3463218600106
596,-546.3463218600106
597,-546.3463218600106
598,-546.3463218600107
599,-546.3463218600111
600,-546.3463218600108
601,-546.3463218600109
602,-546.3463218600108
603,-546.3463218600112
604,-546.3463218600114
605,-546.3463218600108
606,-546.346321860011
607,-546.3463218600117
608,-546.3463218600115
609,-546.3463218600111
610,-546.3463218600117
611,-546.3463218600114
612,-546.3463218600118
613,-546.3463218600111
614,-546.3463218600118
615,-546.3463218600116
616,-546.3463218600119
617,-546.3463218600118
618,-546.3463218600115
619,-546.3463218600119
620,-546.346321860012
621,-546.3463218600114
622,-546.3463218600115
623,-546.3463218600115
624,-546.3463218600119
625,-546.3463218600118
626,-546.3463218600119
627,-546.3463218600123
628,-546.3463218600119
629,-546.3463218600115
630,-546.3463218600119
631,-546.3463218600126
632,-546.3463218600118
633,-546.3463218600124
634,-546.3463218600122
635,-546.3463218600122
636,-546.3463218600124
637,-546.3463218600124
638,-546.346321860012
639,-546.3463218600126
640,-546.3463218600119
641,-546.346321860012
642,-546.3463218600127
643,-546.3463218600119
644,-546.3463218600125
645,-546.3463218600124
646,-546.3463218600117
647,-546.346321860012
648,-546.3463218600122
649,-546.3463218600125
650,-546.3463218600124
651,-546.3463218600125
652,-546.3463218600126
653,-546.3463218600124
654,-546.3463218600125
655,-546.3463218600123
656,-546.3463218600119
657,-546.3463218600124
658,-546.3463218600123
659,-546.3463218600122
660,-546.3463218600128
661,-546.3463218600123
662,-546.3463218600125
663,-546.3463218600131
664,-546.3463218600125
665,-546.3463218600123
666,-546.3463218600122
667,-546.3463218600125
668,-546.3463218600124
669,-546.3463218600126
670,-546.3463218600123
671,-546.3463218600122
672,-546.3463218600125
673,-546.3463218600126
674,-546.3463218600125
675,-546.3463218600126
676,-546.3463218600125
677,-546.3463218600125
678,-546.3463218600124
679,-546.3463218600122
680,-546.3463218600124
681,-546.3463218600125
682,-546.3463218600126
683,-546.3463218600127
684,-546.346321860013
685,-546.3463218600127
686,-546.3463218600123
687,-546.346321860013
688,-546.3463218600124
689,-546.3463218600128
690,-546.3463218600124
691,-546.3463218600126
692,-546.3463218600124
693,-546.3463218600122
694,-546.3463218600122
695,-546.3463218600126
696,-546.3463218600127
697,-546.3463218600122
698,-546.3463218600119
699,-546.3463218600127
700,-546.3463218600125
701,-546.3463218600126
702,-546.346321860013
703,-546.346321860012
704,-546.3463218600127
705,-546.3463218600125
706,-546.3463218600127
707,-546.346321860013
708,-546.3463218600126
709,-546.3463218600127
710,-546.3463218600127
711,-546.3463218600128
712,-546.3463218600124
713,-546.3463218600127
714,-546.3463218600125
715,-546.3463218600127
716,-546.3463218600127
717,-546.3463218600128
718,-546.3463218600127
719,-546.3463218600124
720,-546.3463218600124
721,-546.3463218600133
722,-546.3463218600122
723,-546.3463218600128
724,-546.3463218600126
725,-546.3463218600127
726,-546.3463218600124
727,-546.3463218600124
728,-546.3463218600124
729,-546.3463218600124
730,-546.3463218600126
731,-546.346321860013
732,-546.3463218600128
733,-546.3463218600122
734,-546.3463218600127
735,-546.3463218600126
736,-546.3463218600134
737,-546.3463218600122
738,-546.3463218600128
739,-546.3463218600132
740,-546.346321860012
741,-546.3463218600124
742,-546.3463218600124
743,-546.3463218600127
744,-546.3463218600133
745,-546.346321860013
746,-546.3463218600133
747,-546.3463218600127
748,-546.346321860013
749,-546.3463218600124
750,-546.3463218600125
751,-546.3463218600125
752,-546.346321860012
753,-546.346321860013
754,-546.3463218600124
755,-546.3463218600124
756,-546.3463218600132
757,-546.3463218600124
758,-546.346321860012
759,-546.3463218600133
760,-546.3463218600126
761,-546.346321860013
762,-546.3463218600124
763,-546.3463218600126
764,-546.3463218600124
765,-546.3463218600126
766,-546.3463218600124
767,-546.3463218600131
768,-546.3463218600123
769,-546.3463218600126
770,-546.3463218600118
771,-546.346321860013
772,-546.346321860013
773,-546.346321860012
774,-546.346321860013
775,-546.3463218600131
776,-546.3463218600125
777,-546.346321860013
778,-546.3463218600132
779,-546.3463218600122
780,-546.3463218600127
781,-546.3463218600127
782,-546.3463218600131
783,-546.3463218600118
784,-546.3463218600126
785,-546.3463218600128
786,-546.3463218600134
787,-546.346321860012
788,-546.3463218600126
789,-546.3463218600127
790,-546.346321860013
791,-546.3463218600127
792,-546.3463218600119
793,-546.346321860012
794,-546.3463218600123
795,-546.3463218600128
796,-546.3463218600132
797,-546.3463218600127
798,-546.3463218600134
799,-546.346321860012
800,-546.3463218600127
801,-546.346321860013
802,-546.3463218600127
803,-546.3463218600124
804,-546.3463218600128
805,-546.3463218600126
806,-546.3463218600131
807,-546.3463218600135
808,-546.346321860012
809,-546.346321860012
810,-546.3463218600122
811,-546.3463218600123
812,-546.3463218600124
813,-546.3463218600126
814,-546.3463218600128
815,-546.3463218600128
816,-546.3463218600131
817,-546.346321860013
818,-546.3463218600131
819,-546.3463218600136
820,-546.3463218600132
821,-546.3463218600118
822,-546.346321860012
823,-546.3463218600125
824,-546.3463218600123
825,-546.3463218600124
826,-546.3463218600123
827,-546.3463218600124
828,-546.3463218600123
829,-546.3463218600124
830,-546.3463218600131
831,-546.3463218600131
832,-546.3463218600125
833,-546.3463218600126
834,-546.3463218600127
835,-546.3463218600127
836,-546.3463218600128
837,-546.3463218600128
838,-546.3463218600131
839,-546.3463218600127
840,-546.3463218600124
841,-546.3463218600124
842,-546.3463218600127
843,-546.3463218600127
844,-546.346321860013
845,-546.346321860013
846,-546.3463218600128
847,-546.3463218600131
848,-546.3463218600132
849,-546.3463218600134
850,-546.3463218600115
851,-546.3463218600115
852,-546.3463218600119
853,-546.3463218600119
854,-546.3463218600118
855,-546.3463218600118
856,-546.346321860012
857,-546.3463218600119
858,-546.346321860012
859,-546.3463218600122
860,-546.3463218600118
861,-546.346321860012
862,-546.3463218600124
863,-546.3463218600124
864,-546.3463218600126
865,-546.3463218600124
866,-546.3463218600123
867,-546.3463218600124
868,-546.3463218600118
869,-546.3463218600118
870,-546.3463218600118
871,-546.3463218600119
872,-546.346321860012
873,-546.3463218600119
874,-546.3463218600115
875,-546.3463218600122
876,-546.346321860012
877,-546.3463218600127
878,-546.3463218600125
879,-546.3463218600119
880,-546.346321860012
881,-546.346321860012
882,-546.346321860012
883,-546.3463218600122
884,-546.3463218600125
885,-546.3463218600125
886,-546.3463218600123
887,-546.3463218600124
888,-546.3463218600125
889,-546.3463218600122
890,-546.3463218600125
891,-546.3463218600124
892,-546.3463218600125
893,-546.3463218600119
894,-546.3463218600125
895,-546.3463218600125
896,-546.3463218600125
897,-546.346321860012
898,-546.3463218600123
899,-546.3463218600125
900,-546.3463218600122
901,-546.3463218600126
902,-546.3463218600123
903,-546.3463218600124
904,-546.3463218600126
905,-546.3463218600125
906,-546.3463218600127
907,-546.3463218600124
908,-546.3463218600125
909,-546.3463218600125
910,-546.3463218600125
911,-546.3463218600124
912,-546.3463218600124
913,-546.3463218600124
914,-546.3463218600125
915,-546.3463218600124
916,-546.3463218600122
917,-546.3463218600124
918,-546.3463218600126
919,-546.3463218600125
920,-546.3463218600127
921,-546.3463218600127
922,-546.3463218600124
923,-546.3463218600123
924,-546.3463218600124
925,-546.3463218600126
926,-546.3463218600124
927,-546.3463218600126
928,-546.3463218600125
929,-546.3463218600125
930,-546.3463218600124
931,-546.3463218600125
932,-546.3463218600126
933,-546.3463218600125
934,-546.3463218600127
935,-546.3463218600126
936,-546.3463218600127
937,-546.3463218600124
938,-546.3463218600126
939,-546.3463218600126
940,-546.3463218600126
941,-546.3463218600127
942,-546.3463218600124
943,-546.3463218600124
944,-546.3463218600128
945,-546.3463218600127
946,-546.3463218600125
947,-546.3463218600124
948,-546.3463218600125
949,-546.3463218600127
950,-546.3463218600125
951,-546.3463218600126
952,-546.3463218600124
953,-546.3463218600126
954,-546.3463218600126
955,-546.3463218600127
956,-546.3463218600126
957,-546.3463218600126
958,-546.3463218600127
959,-546.3463218600126
960,-546.3463218600124
961,-546.3463218600127
962,-546.3463218600124
963,-546.3463218600126
964,-546.3463218600123
965,-546.3463218600126
966,-546.3463218600126
967,-546.3463218600126
968,-546.3463218600125
969,-546.3463218600126
970,-546.3463218600125
971,-546.3463218600127
972,-546.3463218600124
973,-546.3463218600125
974,-546.3463218600125
975,-546.3463218600125
976,-546.3463218600126
977,-546.3463218600125
978,-546.3463218600126
979,-546.3463218600125
980,-546.3463218600125
981,-546.3463218600127
982,-546.3463218600127
983,-546.346321860013
984,-546.3463218600125
985,-546.3463218600127
986,-546.3463218600127
987,-546.3463218600126
988,-546.3463218600125
989,-546.3463218600126
990,-546.346321860013
991,-546.3463218600127
992,-546.3463218600126
993,-546.3463218600126
994,-546.3463218600125
995,-546.3463218600127
996,-546.3463218600126
997,-546.3463218600124
998,-546.3463218600124
999,-546.3463218600126
1000,-546.3463218600124
